<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,19940324,000000,0.263341,0.264245,0.254954,0.259452,223986855,0
AAPL.US,D,19940325,000000,0.260611,0.260611,0.245564,0.245564,409215416,0
AAPL.US,D,19940328,000000,0.247461,0.254954,0.245564,0.249228,336500435,0
AAPL.US,D,19940329,000000,0.249228,0.253117,0.241765,0.245564,254262536,0
AAPL.US,D,19940330,000000,0.243562,0.249228,0.238102,0.243562,202233715,0
AAPL.US,D,19940331,000000,0.243562,0.251292,0.236342,0.249228,248954267,0
AAPL.US,D,19940404,000000,0.241765,0.249228,0.238102,0.249228,200419792,0
AAPL.US,D,19940405,000000,0.253117,0.256683,0.251292,0.251292,116581498,0
AAPL.US,D,19940406,000000,0.254954,0.254954,0.245564,0.251292,153725846,0
AAPL.US,D,19940407,000000,0.251292,0.253117,0.245564,0.250434,92134187,0
AAPL.US,D,19940408,000000,0.253117,0.254954,0.249228,0.251292,210596176,0
AAPL.US,D,19940411,000000,0.251292,0.251292,0.243562,0.251292,127211314,0
AAPL.US,D,19940412,000000,0.250434,0.250434,0.238102,0.239868,162941920,0
AAPL.US,D,19940413,000000,0.241765,0.243562,0.234212,0.238102,277629494,0
AAPL.US,D,19940414,000000,0.228513,0.238102,0.224919,0.236342,264358907,0
AAPL.US,D,19940415,000000,0.234212,0.236342,0.224919,0.226765,224293580,0
AAPL.US,D,19940418,000000,0.228513,0.228513,0.219224,0.22223,274241799,0
AAPL.US,D,19940419,000000,0.223074,0.224919,0.213487,0.217437,197979087,0
AAPL.US,D,19940420,000000,0.219224,0.224919,0.20999,0.211672,335633518,0
AAPL.US,D,19940421,000000,0.213487,0.228513,0.202431,0.22223,488879194,0
AAPL.US,D,19940422,000000,0.234212,0.239868,0.213487,0.223074,830994629,0
AAPL.US,D,19940425,000000,0.223074,0.232446,0.221364,0.232446,427794310,0
AAPL.US,D,19940426,000000,0.236342,0.236342,0.232446,0.234212,195564998,0
AAPL.US,D,19940428,000000,0.232446,0.234212,0.223074,0.226765,119649065,0
AAPL.US,D,19940429,000000,0.224919,0.228513,0.223074,0.224919,112873713,0
AAPL.US,D,19940502,000000,0.224919,0.234212,0.224919,0.232446,146737091,0
AAPL.US,D,19940503,000000,0.232446,0.234212,0.221364,0.226765,158260572,0
AAPL.US,D,19940504,000000,0.232446,0.249228,0.228513,0.247461,433649456,0
AAPL.US,D,19940505,000000,0.249228,0.253117,0.241765,0.246509,343355839,0
AAPL.US,D,19940506,000000,0.241765,0.245564,0.234212,0.242325,223613414,0
AAPL.US,D,19940509,000000,0.241765,0.243562,0.230656,0.234212,167276602,0
AAPL.US,D,19940510,000000,0.238102,0.239868,0.232446,0.232446,174865496,0
AAPL.US,D,19940511,000000,0.232446,0.236342,0.223074,0.226765,173291693,0
AAPL.US,D,19940512,000000,0.228513,0.230656,0.221364,0.222495,127544697,0
AAPL.US,D,19940513,000000,0.223074,0.228513,0.219224,0.224919,110286208,0
AAPL.US,D,19940516,000000,0.224919,0.228513,0.221364,0.221364,161221461,0
AAPL.US,D,19940517,000000,0.223074,0.223074,0.21566,0.220098,214477348,0
AAPL.US,D,19940518,000000,0.223074,0.230656,0.219224,0.229685,147497352,0
AAPL.US,D,19940519,000000,0.230656,0.243562,0.228513,0.240782,325790582,0
AAPL.US,D,19940520,000000,0.238102,0.241765,0.232446,0.232757,116874869,0
AAPL.US,D,19940523,000000,0.232446,0.234212,0.224919,0.228513,142842685,0
AAPL.US,D,19940524,000000,0.232446,0.234212,0.226765,0.230656,150578259,0
AAPL.US,D,19940525,000000,0.226765,0.238102,0.224919,0.234212,162088408,0
AAPL.US,D,19940526,000000,0.236342,0.236342,0.226765,0.228513,86972643,0
AAPL.US,D,19940527,000000,0.226765,0.230656,0.221364,0.224636,129425328,0
AAPL.US,D,19940531,000000,0.221364,0.221364,0.213487,0.219224,306518103,0
AAPL.US,D,19940601,000000,0.213487,0.214746,0.20902,0.211672,459377113,0
AAPL.US,D,19940602,000000,0.212585,0.213487,0.203362,0.205188,458376770,0
AAPL.US,D,19940603,000000,0.203362,0.20999,0.200612,0.207191,421179010,0
AAPL.US,D,19940606,000000,0.20627,0.208136,0.202431,0.205188,150084813,0
AAPL.US,D,19940607,000000,0.204315,0.208136,0.204315,0.20627,167009849,0
AAPL.US,D,19940608,000000,0.20627,0.207191,0.194937,0.195841,326484063,0
AAPL.US,D,19940609,000000,0.192322,0.202431,0.19139,0.202431,349544309,0
AAPL.US,D,19940610,000000,0.203362,0.205188,0.197616,0.198581,169970734,0
AAPL.US,D,19940613,000000,0.197616,0.203707,0.197616,0.202431,110633031,0
AAPL.US,D,19940614,000000,0.204315,0.205188,0.199708,0.202723,183814802,0
AAPL.US,D,19940615,000000,0.202431,0.20999,0.201526,0.208764,189910010,0
AAPL.US,D,19940616,000000,0.208136,0.208136,0.195841,0.197616,259864207,0
AAPL.US,D,19940617,000000,0.194937,0.200612,0.194042,0.198581,267333106,0
AAPL.US,D,19940620,000000,0.196771,0.204315,0.194937,0.203362,238044380,0
AAPL.US,D,19940621,000000,0.201526,0.204315,0.193079,0.194937,289699787,0
AAPL.US,D,19940622,000000,0.196771,0.200612,0.194937,0.196771,135587135,0
AAPL.US,D,19940623,000000,0.196771,0.196771,0.186558,0.188384,242805755,0
AAPL.US,D,19940624,000000,0.188384,0.195841,0.185714,0.19203,348744053,0
AAPL.US,D,19940627,000000,0.1892,0.196771,0.18473,0.196771,304797620,0
AAPL.US,D,19940628,000000,0.196771,0.203362,0.192322,0.200612,207475210,0
AAPL.US,D,19940629,000000,0.200612,0.203362,0.194042,0.195841,161434825,0
AAPL.US,D,19940630,000000,0.196771,0.201526,0.196771,0.198581,121142769,0
AAPL.US,D,19940701,000000,0.197616,0.198581,0.190104,0.193079,213490399,0
AAPL.US,D,19940705,000000,0.192322,0.200612,0.192322,0.198581,102230558,0
AAPL.US,D,19940706,000000,0.196771,0.198581,0.194937,0.195841,115967972,0
AAPL.US,D,19940707,000000,0.194042,0.202431,0.19139,0.201171,202620420,0
AAPL.US,D,19940708,000000,0.198581,0.207191,0.198581,0.202723,247967379,0
AAPL.US,D,19940711,000000,0.203362,0.205188,0.199708,0.202431,126731158,0
AAPL.US,D,19940712,000000,0.202431,0.213194,0.197616,0.212585,288552803,0
AAPL.US,D,19940713,000000,0.213487,0.226765,0.213487,0.222495,536186678,0
AAPL.US,D,19940714,000000,0.22223,0.223074,0.211672,0.214746,215144160,0
AAPL.US,D,19940715,000000,0.211672,0.214746,0.20627,0.211672,113087072,0
AAPL.US,D,19940718,000000,0.210887,0.217437,0.20999,0.212585,91013830,0
AAPL.US,D,19940719,000000,0.214746,0.21566,0.205188,0.207547,138574661,0
AAPL.US,D,19940720,000000,0.205188,0.207191,0.197616,0.199708,258850578,0
AAPL.US,D,19940721,000000,0.199708,0.213487,0.198581,0.20999,344716190,0
AAPL.US,D,19940722,000000,0.237305,0.239615,0.224919,0.232446,936679518,0
AAPL.US,D,19940725,000000,0.233337,0.239062,0.230656,0.237531,503310181,0
AAPL.US,D,19940726,000000,0.238102,0.239868,0.233337,0.235115,224840400,0
AAPL.US,D,19940727,000000,0.234212,0.235115,0.229685,0.232757,159314193,0
AAPL.US,D,19940728,000000,0.232446,0.240782,0.231512,0.239062,292127184,0
AAPL.US,D,19940729,000000,0.239062,0.254954,0.239062,0.252546,661824122,0
AAPL.US,D,19940801,000000,0.25191,0.253117,0.245564,0.250434,273028187,0
AAPL.US,D,19940802,000000,0.251292,0.25191,0.242951,0.244201,321002510,0
AAPL.US,D,19940803,000000,0.245564,0.249228,0.240782,0.248346,270133970,0
AAPL.US,D,19940804,000000,0.248346,0.253117,0.248346,0.249228,220012312,0
AAPL.US,D,19940805,000000,0.246509,0.250434,0.246509,0.249228,103617630,0
AAPL.US,D,19940808,000000,0.248346,0.254954,0.247461,0.253117,168236840,0
AAPL.US,D,19940809,000000,0.251292,0.254019,0.248346,0.25191,93601255,0
AAPL.US,D,19940810,000000,0.25191,0.261535,0.249228,0.259452,301956794,0
AAPL.US,D,19940811,000000,0.256683,0.263341,0.254019,0.257344,354972608,0
AAPL.US,D,19940812,000000,0.257941,0.263341,0.254019,0.260611,213930522,0
AAPL.US,D,19940815,000000,0.260611,0.262429,0.256683,0.259452,142989312,0
AAPL.US,D,19940816,000000,0.257941,0.260611,0.254954,0.260611,185455346,0
AAPL.US,D,19940817,000000,0.261535,0.265336,0.259452,0.262429,340795062,0
AAPL.US,D,19940818,000000,0.260611,0.264245,0.258488,0.259452,245619994,0
AAPL.US,D,19940819,000000,0.260611,0.262429,0.256683,0.261535,155459702,0
AAPL.US,D,19940822,000000,0.260611,0.262429,0.259452,0.261535,181507472,0
AAPL.US,D,19940823,000000,0.261535,0.269068,0.260611,0.262429,255369513,0
AAPL.US,D,19940824,000000,0.260611,0.262429,0.257941,0.261535,204327646,0
AAPL.US,D,19940825,000000,0.256683,0.272975,0.256683,0.263018,355812823,0
AAPL.US,D,19940826,000000,0.264245,0.270757,0.264245,0.268154,243165891,0
AAPL.US,D,19940829,000000,0.268154,0.270757,0.264245,0.265336,181134032,0
AAPL.US,D,19940830,000000,0.264245,0.272975,0.263341,0.271691,216824694,0
AAPL.US,D,19940831,000000,0.269951,0.280401,0.268154,0.271089,418978360,0
AAPL.US,D,19940901,000000,0.265336,0.268154,0.259452,0.262429,243272607,0
AAPL.US,D,19940902,000000,0.264245,0.266288,0.262429,0.265336,120636036,0
AAPL.US,D,19940906,000000,0.264245,0.266945,0.262429,0.266622,108872496,0
AAPL.US,D,19940907,000000,0.266945,0.274419,0.265336,0.270757,242805755,0
AAPL.US,D,19940908,000000,0.269951,0.271691,0.266945,0.270757,189149746,0
AAPL.US,D,19940909,000000,0.268154,0.269951,0.265336,0.268154,187242580,0
AAPL.US,D,19940912,000000,0.266945,0.268154,0.265336,0.268154,107818870,0
AAPL.US,D,19940913,000000,0.268154,0.271691,0.266945,0.268743,124117016,0
AAPL.US,D,19940914,000000,0.266945,0.268154,0.262429,0.263341,117995157,0
AAPL.US,D,19940915,000000,0.263341,0.270757,0.263341,0.269951,308372014,0
AAPL.US,D,19940916,000000,0.269068,0.279184,0.266288,0.272975,433636086,0
AAPL.US,D,19940919,000000,0.272975,0.275599,0.266288,0.266288,207621972,0
AAPL.US,D,19940920,000000,0.263341,0.265336,0.257941,0.259138,234896777,0
AAPL.US,D,19940921,000000,0.258488,0.259452,0.253117,0.255839,279656797,0
AAPL.US,D,19940922,000000,0.256683,0.256683,0.25191,0.254019,174145295,0
AAPL.US,D,19940923,000000,0.254019,0.258488,0.254019,0.254296,158233860,0
AAPL.US,D,19940926,000000,0.254019,0.258488,0.25191,0.254296,168743713,0
AAPL.US,D,19940927,000000,0.253117,0.255839,0.250434,0.254019,129905517,0
AAPL.US,D,19940928,000000,0.254954,0.257941,0.25191,0.254019,96775522,0
AAPL.US,D,19940929,000000,0.253117,0.257941,0.250434,0.255839,130252190,0
AAPL.US,D,19940930,000000,0.255839,0.258488,0.25191,0.252546,85385439,0
AAPL.US,D,19941003,000000,0.25191,0.253117,0.243562,0.248346,154326026,0
AAPL.US,D,19941004,000000,0.249228,0.254954,0.247461,0.253117,193377716,0
AAPL.US,D,19941005,000000,0.25191,0.285783,0.250434,0.284035,845252204,0
AAPL.US,D,19941006,000000,0.280401,0.28101,0.269951,0.271691,627467229,0
AAPL.US,D,19941007,000000,0.270757,0.278005,0.266288,0.277375,433929478,0
AAPL.US,D,19941010,000000,0.278318,0.296872,0.277375,0.29142,623292694,0
AAPL.US,D,19941011,000000,0.310386,0.314018,0.295439,0.296872,1003046007,0
AAPL.US,D,19941012,000000,0.296872,0.319412,0.293328,0.315838,711305618,0
AAPL.US,D,19941013,000000,0.319412,0.321485,0.304346,0.308314,625546708,0
AAPL.US,D,19941014,000000,0.31131,0.314904,0.306577,0.308314,209649227,0
AAPL.US,D,19941017,000000,0.306577,0.31131,0.29142,0.29811,362001417,0
AAPL.US,D,19941018,000000,0.304346,0.311938,0.303412,0.309148,558126525,0
AAPL.US,D,19941019,000000,0.30743,0.315838,0.30743,0.309148,418084726,0
AAPL.US,D,19941020,000000,0.309148,0.313698,0.303412,0.30743,259770836,0
AAPL.US,D,19941021,000000,0.305613,0.320561,0.305613,0.319412,384288038,0
AAPL.US,D,19941024,000000,0.320561,0.323362,0.314018,0.316733,243526036,0
AAPL.US,D,19941025,000000,0.311938,0.319412,0.31131,0.319412,359013825,0
AAPL.US,D,19941026,000000,0.319412,0.324176,0.319412,0.324176,234323272,0
AAPL.US,D,19941027,000000,0.324176,0.328124,0.318477,0.320561,189830012,0
AAPL.US,D,19941028,000000,0.31792,0.321485,0.313061,0.315838,325483798,0
AAPL.US,D,19941031,000000,0.314904,0.325441,0.31131,0.323685,423819788,0
AAPL.US,D,19941101,000000,0.321485,0.326005,0.31792,0.323362,259717508,0
AAPL.US,D,19941102,000000,0.323362,0.324176,0.310386,0.310386,260491067,0
AAPL.US,D,19941103,000000,0.313061,0.314904,0.30743,0.31131,131612623,0
AAPL.US,D,19941104,000000,0.31131,0.311938,0.300015,0.302881,228694858,0
AAPL.US,D,19941107,000000,0.302881,0.309148,0.300791,0.305613,134613544,0
AAPL.US,D,19941108,000000,0.304346,0.319412,0.301735,0.316733,415564021,0
AAPL.US,D,19941109,000000,0.320561,0.322448,0.30743,0.311938,483877780,0
AAPL.US,D,19941110,000000,0.313061,0.314018,0.30743,0.309786,182174345,0
AAPL.US,D,19941111,000000,0.309148,0.31131,0.30743,0.308314,74155472,0
AAPL.US,D,19941114,000000,0.309148,0.320561,0.309148,0.318477,166276297,0
AAPL.US,D,19941115,000000,0.318477,0.322448,0.309148,0.310386,199606309,0
AAPL.US,D,19941116,000000,0.305613,0.311634,0.304346,0.306938,223159939,0
AAPL.US,D,19941117,000000,0.306577,0.30743,0.299032,0.300015,179146783,0
AAPL.US,D,19941118,000000,0.300015,0.303412,0.296872,0.300015,175092235,0
AAPL.US,D,19941121,000000,0.300015,0.301735,0.284939,0.285783,241258706,0
AAPL.US,D,19941122,000000,0.283112,0.293328,0.279184,0.280401,267146423,0
AAPL.US,D,19941123,000000,0.277375,0.284035,0.272975,0.276531,390369834,0
AAPL.US,D,19941125,000000,0.276531,0.283112,0.275599,0.283112,100296627,0
AAPL.US,D,19941128,000000,0.281894,0.286667,0.279832,0.283732,165142595,0
AAPL.US,D,19941129,000000,0.284939,0.288582,0.283112,0.286667,171637866,0
AAPL.US,D,19941130,000000,0.287945,0.295439,0.277375,0.279184,371577596,0
AAPL.US,D,19941201,000000,0.277375,0.281894,0.269951,0.271089,368349891,0
AAPL.US,D,19941202,000000,0.273517,0.275599,0.266945,0.274077,205127884,0
AAPL.US,D,19941205,000000,0.273517,0.280401,0.270757,0.278625,214677357,0
AAPL.US,D,19941206,000000,0.277375,0.287945,0.276531,0.281639,283524590,0
AAPL.US,D,19941207,000000,0.281325,0.283732,0.270463,0.274419,163502100,0
AAPL.US,D,19941208,000000,0.276531,0.277375,0.268154,0.269068,202273707,0
AAPL.US,D,19941209,000000,0.269068,0.272975,0.260611,0.271691,310479280,0
AAPL.US,D,19941212,000000,0.272975,0.275599,0.266288,0.273517,266839634,0
AAPL.US,D,19941213,000000,0.274419,0.276828,0.271691,0.272975,141949036,0
AAPL.US,D,19941214,000000,0.273517,0.285783,0.273517,0.284035,370857297,0
AAPL.US,D,19941215,000000,0.284939,0.287945,0.276531,0.278318,271027519,0
AAPL.US,D,19941216,000000,0.279184,0.283112,0.275599,0.279184,214090546,0
AAPL.US,D,19941219,000000,0.279184,0.295439,0.279184,0.293328,396331612,0
AAPL.US,D,19941220,000000,0.293328,0.294191,0.287945,0.288582,208568940,0
AAPL.US,D,19941221,000000,0.284035,0.288582,0.281325,0.287945,187482661,0
AAPL.US,D,19941222,000000,0.288582,0.29142,0.286667,0.289527,158473901,0
AAPL.US,D,19941223,000000,0.288582,0.295439,0.288582,0.29142,111806734,0
AAPL.US,D,19941227,000000,0.294191,0.29811,0.29142,0.293328,97549127,0
AAPL.US,D,19941228,000000,0.293328,0.294191,0.286667,0.293328,106178390,0
AAPL.US,D,19941229,000000,0.294191,0.299032,0.293328,0.296351,144496467,0
AAPL.US,D,19941230,000000,0.295439,0.299032,0.290556,0.292346,87039323,0
AAPL.US,D,19950103,000000,0.29142,0.29142,0.284035,0.287945,123690314,0
AAPL.US,D,19950104,000000,0.289527,0.296872,0.289527,0.295439,188963052,0
AAPL.US,D,19950105,000000,0.294191,0.295439,0.290556,0.29142,87692810,0
AAPL.US,D,19950106,000000,0.311938,0.323362,0.308314,0.314904,1282075940,0
AAPL.US,D,19950109,000000,0.311938,0.314018,0.30743,0.308933,326390724,0
AAPL.US,D,19950110,000000,0.309148,0.3299,0.309148,0.327534,732111834,0
AAPL.US,D,19950111,000000,0.328124,0.360505,0.31999,0.350595,1040577217,0
AAPL.US,D,19950112,000000,0.345735,0.347895,0.335549,0.340399,657076091,0
AAPL.US,D,19950113,000000,0.345735,0.345735,0.332926,0.336433,418431534,0
AAPL.US,D,19950116,000000,0.336433,0.339243,0.33164,0.333536,225040512,0
AAPL.US,D,19950117,000000,0.333536,0.341303,0.330764,0.337377,393103922,0
AAPL.US,D,19950118,000000,0.337377,0.341883,0.335549,0.341883,152018694,0
AAPL.US,D,19950119,000000,0.341303,0.344898,0.337377,0.344024,374271654,0
AAPL.US,D,19950120,000000,0.352384,0.352384,0.318477,0.319412,1191262191,0
AAPL.US,D,19950123,000000,0.314018,0.319412,0.30743,0.316733,474594955,0
AAPL.US,D,19950124,000000,0.316733,0.31792,0.310386,0.311938,259717508,0
AAPL.US,D,19950125,000000,0.296351,0.314904,0.296351,0.307107,615743742,0
AAPL.US,D,19950126,000000,0.306577,0.31131,0.294191,0.296351,293407544,0
AAPL.US,D,19950127,000000,0.299032,0.302881,0.292346,0.299032,355546058,0
AAPL.US,D,19950130,000000,0.300791,0.303412,0.299032,0.300791,274588650,0
AAPL.US,D,19950131,000000,0.303412,0.306577,0.300015,0.302881,253382313,0
AAPL.US,D,19950201,000000,0.305613,0.305613,0.299032,0.300791,188589600,0
AAPL.US,D,19950202,000000,0.300791,0.314018,0.300791,0.311938,242432314,0
AAPL.US,D,19950203,000000,0.314904,0.315838,0.302881,0.303412,380126794,0
AAPL.US,D,19950206,000000,0.305613,0.305613,0.296351,0.303412,289406337,0
AAPL.US,D,19950207,000000,0.302881,0.30743,0.300015,0.306223,240071629,0
AAPL.US,D,19950208,000000,0.30743,0.31792,0.306577,0.317341,479743141,0
AAPL.US,D,19950209,000000,0.315838,0.329057,0.315838,0.326924,566115588,0
AAPL.US,D,19950210,000000,0.326924,0.331072,0.325441,0.328124,417938086,0
AAPL.US,D,19950213,000000,0.326266,0.333536,0.324176,0.328124,337447361,0
AAPL.US,D,19950214,000000,0.328124,0.330764,0.319412,0.321759,197218825,0
AAPL.US,D,19950215,000000,0.324176,0.326266,0.318477,0.319117,219678935,0
AAPL.US,D,19950216,000000,0.323362,0.324176,0.319412,0.323685,260531085,0
AAPL.US,D,19950217,000000,0.321485,0.322448,0.318477,0.318477,145029969,0
AAPL.US,D,19950221,000000,0.319412,0.320561,0.306577,0.30743,359133830,0
AAPL.US,D,19950222,000000,0.304346,0.30743,0.300791,0.306223,349410926,0
AAPL.US,D,19950223,000000,0.308314,0.314018,0.300015,0.301164,374765149,0
AAPL.US,D,19950224,000000,0.300791,0.302881,0.288582,0.292346,677362132,0
AAPL.US,D,19950227,000000,0.286667,0.292346,0.285783,0.286667,320108851,0
AAPL.US,D,19950228,000000,0.288582,0.299032,0.284939,0.296351,265519231,0
AAPL.US,D,19950301,000000,0.29811,0.300791,0.295712,0.300015,267279753,0
AAPL.US,D,19950302,000000,0.300791,0.305613,0.29811,0.300015,320028854,0
AAPL.US,D,19950303,000000,0.29811,0.305012,0.296351,0.301735,173585163,0
AAPL.US,D,19950306,000000,0.29811,0.300015,0.296351,0.29811,158047135,0
AAPL.US,D,19950307,000000,0.299032,0.299032,0.286667,0.287286,179560241,0
AAPL.US,D,19950308,000000,0.290556,0.300791,0.283112,0.296617,434503059,0
AAPL.US,D,19950309,000000,0.299032,0.302881,0.295439,0.29811,234216531,0
AAPL.US,D,19950310,000000,0.296872,0.302881,0.295439,0.296351,163635510,0
AAPL.US,D,19950313,000000,0.296872,0.296872,0.284939,0.285783,387915751,0
AAPL.US,D,19950314,000000,0.286667,0.286667,0.258488,0.262429,866765389,0
AAPL.US,D,19950315,000000,0.266288,0.271691,0.261535,0.262429,870459718,0
AAPL.US,D,19950316,000000,0.264245,0.269951,0.262429,0.264245,377179188,0
AAPL.US,D,19950317,000000,0.266288,0.266288,0.261535,0.263341,256796656,0
AAPL.US,D,19950320,000000,0.263341,0.266945,0.262429,0.264245,226120824,0
AAPL.US,D,19950321,000000,0.266288,0.275599,0.264245,0.271691,363641856,0
AAPL.US,D,19950322,000000,0.271691,0.296351,0.271691,0.285488,570583598,0
AAPL.US,D,19950323,000000,0.284035,0.284939,0.27712,0.278318,202553749,0
AAPL.US,D,19950324,000000,0.280401,0.284035,0.279184,0.283112,152565467,0
AAPL.US,D,19950327,000000,0.281894,0.281894,0.274419,0.278625,170050765,0
AAPL.US,D,19950328,000000,0.271691,0.272663,0.255839,0.257941,821431836,0
AAPL.US,D,19950329,000000,0.254954,0.261535,0.254019,0.257941,591696578,0
AAPL.US,D,19950330,000000,0.259452,0.266288,0.258488,0.265336,325590465,0
AAPL.US,D,19950331,000000,0.263341,0.266945,0.260611,0.264245,218211756,0
AAPL.US,D,19950403,000000,0.266288,0.268154,0.263341,0.266288,183748157,0
AAPL.US,D,19950404,000000,0.268154,0.269068,0.25191,0.254019,509912146,0
AAPL.US,D,19950405,000000,0.255839,0.260611,0.253117,0.260611,315400783,0
AAPL.US,D,19950406,000000,0.279184,0.284939,0.266288,0.275599,860763589,0
AAPL.US,D,19950407,000000,0.277375,0.278318,0.271691,0.275599,352158391,0
AAPL.US,D,19950410,000000,0.276531,0.277375,0.270757,0.274419,140281854,0
AAPL.US,D,19950411,000000,0.275599,0.284035,0.274419,0.283112,255449535,0
AAPL.US,D,19950412,000000,0.286667,0.296872,0.280401,0.292346,565301989,0
AAPL.US,D,19950413,000000,0.294191,0.294191,0.284035,0.286667,207635333,0
AAPL.US,D,19950417,000000,0.285783,0.295439,0.284035,0.287945,248660867,0
AAPL.US,D,19950418,000000,0.288582,0.289527,0.281325,0.281325,275242138,0
AAPL.US,D,19950419,000000,0.281325,0.281325,0.266945,0.272975,332752631,0
AAPL.US,D,19950420,000000,0.278318,0.288582,0.274419,0.281894,392383793,0
AAPL.US,D,19950421,000000,0.279184,0.296351,0.278318,0.293328,793836922,0
AAPL.US,D,19950424,000000,0.292346,0.296872,0.288582,0.292346,324190069,0
AAPL.US,D,19950425,000000,0.293328,0.295439,0.279184,0.283112,325857278,0
AAPL.US,D,19950426,000000,0.281894,0.290556,0.280401,0.286667,274415226,0
AAPL.US,D,19950427,000000,0.288582,0.288582,0.283112,0.284035,166556409,0
AAPL.US,D,19950428,000000,0.284939,0.287945,0.281325,0.286667,232589402,0
AAPL.US,D,19950501,000000,0.286667,0.290556,0.284939,0.286667,211916555,0
AAPL.US,D,19950502,000000,0.286667,0.287945,0.281325,0.285783,142909319,0
AAPL.US,D,19950503,000000,0.286667,0.289527,0.284939,0.285783,200993263,0
AAPL.US,D,19950504,000000,0.286667,0.299032,0.284939,0.288582,361587887,0
AAPL.US,D,19950505,000000,0.290556,0.293328,0.285783,0.29142,247700629,0
AAPL.US,D,19950508,000000,0.299032,0.30743,0.29811,0.303412,460817499,0
AAPL.US,D,19950509,000000,0.304346,0.310386,0.300015,0.309148,384554790,0
AAPL.US,D,19950510,000000,0.31131,0.314018,0.305613,0.310731,327564427,0
AAPL.US,D,19950511,000000,0.311938,0.311938,0.302881,0.30743,623546069,0
AAPL.US,D,19950512,000000,0.306577,0.327534,0.303412,0.326924,771603608,0
AAPL.US,D,19950515,000000,0.323362,0.328124,0.318477,0.326924,468419778,0
AAPL.US,D,19950516,000000,0.323362,0.332926,0.318477,0.328124,395971499,0
AAPL.US,D,19950517,000000,0.328124,0.332926,0.326266,0.3299,313360183,0
AAPL.US,D,19950518,000000,0.330764,0.330764,0.324176,0.325441,442478715,0
AAPL.US,D,19950519,000000,0.321485,0.328124,0.319412,0.320561,384154633,0
AAPL.US,D,19950522,000000,0.318477,0.330764,0.316733,0.330764,442852175,0
AAPL.US,D,19950523,000000,0.330764,0.332926,0.326266,0.329057,329458279,0
AAPL.US,D,19950524,000000,0.328124,0.33164,0.321485,0.326266,315174092,0
AAPL.US,D,19950525,000000,0.324176,0.3299,0.322448,0.325441,217758331,0
AAPL.US,D,19950526,000000,0.322448,0.323362,0.316733,0.31999,136414005,0
AAPL.US,D,19950530,000000,0.319412,0.321485,0.31131,0.314904,233856431,0
AAPL.US,D,19950531,000000,0.315838,0.315838,0.30743,0.311634,189976714,0
AAPL.US,D,19950601,000000,0.314018,0.318477,0.313061,0.316152,222359713,0
AAPL.US,D,19950602,000000,0.314018,0.31792,0.31131,0.315838,125864198,0
AAPL.US,D,19950605,000000,0.31792,0.326266,0.315838,0.326266,303250524,0
AAPL.US,D,19950606,000000,0.326924,0.332926,0.326266,0.3299,375432060,0
AAPL.US,D,19950607,000000,0.330764,0.330764,0.323362,0.323362,148284223,0
AAPL.US,D,19950608,000000,0.325441,0.325441,0.315838,0.321759,162115062,0
AAPL.US,D,19950609,000000,0.326924,0.328124,0.323362,0.326266,222239680,0
AAPL.US,D,19950612,000000,0.3299,0.333536,0.329057,0.331072,252595433,0
AAPL.US,D,19950613,000000,0.333536,0.334449,0.329057,0.3299,149978051,0
AAPL.US,D,19950614,000000,0.329057,0.329057,0.325441,0.326924,140575325,0
AAPL.US,D,19950615,000000,0.326924,0.328124,0.325441,0.326924,110459619,0
AAPL.US,D,19950616,000000,0.329057,0.3299,0.326266,0.329057,106231674,0
AAPL.US,D,19950619,000000,0.329057,0.339243,0.326266,0.332926,559140185,0
AAPL.US,D,19950620,000000,0.344898,0.358019,0.344898,0.355387,879462465,0
AAPL.US,D,19950621,000000,0.35696,0.375758,0.350595,0.370394,745475809,0
AAPL.US,D,19950622,000000,0.367379,0.37182,0.364413,0.368313,564355084,0
AAPL.US,D,19950623,000000,0.365564,0.367379,0.358019,0.365564,276229047,0
AAPL.US,D,19950626,000000,0.361683,0.363531,0.35696,0.360838,181934302,0
AAPL.US,D,19950627,000000,0.355387,0.361683,0.347895,0.347895,258530447,0
AAPL.US,D,19950628,000000,0.344898,0.356302,0.340399,0.349398,317187928,0
AAPL.US,D,19950629,000000,0.347895,0.360838,0.344898,0.354192,276935975,0
AAPL.US,D,19950630,000000,0.354192,0.358972,0.345735,0.348209,197072120,0
AAPL.US,D,19950703,000000,0.348532,0.353288,0.346657,0.351785,46907316,0
AAPL.US,D,19950705,000000,0.35151,0.358972,0.348532,0.348532,210849544,0
AAPL.US,D,19950706,000000,0.348532,0.352384,0.343121,0.352384,219225416,0
AAPL.US,D,19950707,000000,0.35151,0.369276,0.350595,0.364413,460990839,0
AAPL.US,D,19950710,000000,0.364413,0.374019,0.360838,0.364413,354785906,0
AAPL.US,D,19950711,000000,0.358019,0.364413,0.352993,0.353288,255662915,0
AAPL.US,D,19950712,000000,0.354192,0.359916,0.345735,0.352384,337967522,0
AAPL.US,D,19950713,000000,0.355387,0.365564,0.353288,0.35696,419565173,0
AAPL.US,D,19950714,000000,0.355387,0.367379,0.352384,0.365564,330965455,0
AAPL.US,D,19950717,000000,0.366401,0.373088,0.364413,0.367379,269320360,0
