<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,20000314,000000,0.90858,0.931562,0.854757,0.856526,510365672,0
AAPL.US,D,20000315,000000,0.867132,0.901608,0.855643,0.871652,528264296,0
AAPL.US,D,20000316,000000,0.879804,0.914766,0.858393,0.911427,450254409,0
AAPL.US,D,20000317,000000,0.900623,0.937258,0.896892,0.937258,363255054,0
AAPL.US,D,20000320,000000,0.926159,0.946588,0.917419,0.922233,243512700,0
AAPL.US,D,20000321,000000,0.918891,1.02536,0.912018,1.01159,624386311,0
AAPL.US,D,20000322,000000,0.995698,1.08232,0.98637,1.08114,676388582,0
AAPL.US,D,20000323,000000,1.06465,1.12731,1.04962,1.05964,669919935,0
AAPL.US,D,20000324,000000,1.06798,1.07898,1.01612,1.03978,532198810,0
AAPL.US,D,20000327,000000,1.03213,1.08537,1.02625,1.04628,332459226,0
AAPL.US,D,20000328,000000,1.02919,1.06465,1.02821,1.04306,241698774,0
AAPL.US,D,20000329,000000,1.0447,1.04539,1.00336,1.01905,285605260,0
AAPL.US,D,20000330,000000,1.00138,1.03242,0.940596,0.943055,493480601,0
AAPL.US,D,20000331,000000,0.955427,1.02919,0.944821,1.01807,481850470,0
AAPL.US,D,20000403,000000,1.01612,1.04588,0.970551,0.999631,391263469,0
AAPL.US,D,20000404,000000,0.994523,0.99717,0.875481,0.954447,786341320,0
AAPL.US,D,20000405,000000,0.948061,0.996294,0.929793,0.977331,545002624,0
AAPL.US,D,20000406,000000,0.979489,1.00836,0.923998,0.938828,309172280,0
AAPL.US,D,20000407,000000,0.953955,0.988817,0.941286,0.987935,288699455,0
AAPL.US,D,20000410,000000,0.987354,0.995398,0.935491,0.937258,252768727,0
AAPL.US,D,20000411,000000,0.926159,0.936374,0.885205,0.895517,645219187,0
AAPL.US,D,20000412,000000,0.892081,0.892081,0.786303,0.819009,1120734426,0
AAPL.US,D,20000413,000000,0.835999,0.899741,0.813508,0.853187,630934950,0
AAPL.US,D,20000414,000000,0.8195,0.884711,0.817242,0.838849,795023911,0
AAPL.US,D,20000417,000000,0.820972,0.929204,0.817829,0.928912,487718889,0
AAPL.US,D,20000418,000000,0.926159,0.951303,0.894928,0.951303,465525581,0
AAPL.US,D,20000419,000000,0.946296,0.976349,0.897875,0.908089,619411527,0
AAPL.US,D,20000420,000000,0.927437,0.935491,0.877937,0.891197,859923300,0
AAPL.US,D,20000424,000000,0.862321,0.903276,0.860455,0.903276,528277680,0
AAPL.US,D,20000425,000000,0.915551,0.965444,0.915259,0.962205,466379181,0
AAPL.US,D,20000426,000000,0.949437,0.959749,0.899741,0.909466,436930394,0
AAPL.US,D,20000427,000000,0.87892,0.952188,0.874106,0.950321,388929392,0
AAPL.US,D,20000428,000000,0.953073,0.956018,0.909466,0.930383,297208731,0
AAPL.US,D,20000501,000000,0.936374,0.938142,0.913784,0.932151,269360397,0
AAPL.US,D,20000502,000000,0.923998,0.946588,0.881276,0.883731,281550674,0
AAPL.US,D,20000503,000000,0.891489,0.908875,0.836983,0.862911,583267392,0
AAPL.US,D,20000504,000000,0.863205,0.864186,0.828928,0.829812,475755343,0
AAPL.US,D,20000505,000000,0.830794,0.860455,0.830204,0.848081,338287617,0
AAPL.US,D,20000508,000000,0.840222,0.852305,0.824704,0.825687,220185755,0
AAPL.US,D,20000509,000000,0.827159,0.834035,0.786303,0.790626,389569638,0
AAPL.US,D,20000510,000000,0.780215,0.787285,0.740535,0.744757,637203490,0
AAPL.US,D,20000511,000000,0.759981,0.781391,0.742402,0.770784,595110938,0
AAPL.US,D,20000512,000000,0.794751,0.828337,0.785419,0.807222,365482377,0
AAPL.US,D,20000515,000000,0.810462,0.810462,0.750749,0.757233,808494545,0
AAPL.US,D,20000516,000000,0.783553,0.817829,0.770392,0.792394,524503152,0
AAPL.US,D,20000517,000000,0.776875,0.777168,0.752419,0.759981,474061423,0
AAPL.US,D,20000518,000000,0.77216,0.786696,0.75458,0.755563,445106106,0
AAPL.US,D,20000519,000000,0.74417,0.74417,0.70007,0.704785,882009872,0
AAPL.US,D,20000522,000000,0.703017,0.703017,0.644777,0.674241,899681786,0
AAPL.US,D,20000523,000000,0.678463,0.70007,0.642026,0.643301,616357278,0
AAPL.US,D,20000524,000000,0.646252,0.672965,0.622284,0.657349,807934474,0
AAPL.US,D,20000525,000000,0.66324,0.694571,0.644777,0.654303,484371186,0
AAPL.US,D,20000526,000000,0.659802,0.673945,0.638981,0.647525,215717667,0
AAPL.US,D,20000530,000000,0.657054,0.660687,0.613053,0.656464,849133412,0
AAPL.US,D,20000531,000000,0.651357,0.684261,0.628376,0.629845,516234084,0
AAPL.US,D,20000601,000000,0.613053,0.67149,0.602642,0.668053,1076321201,0
AAPL.US,D,20000602,000000,0.703017,0.747999,0.667268,0.69398,944148454,0
AAPL.US,D,20000605,000000,0.699776,0.713921,0.672276,0.684847,385435013,0
AAPL.US,D,20000606,000000,0.689464,0.725409,0.677189,0.696436,625760053,0
AAPL.US,D,20000607,000000,0.702132,0.727276,0.687107,0.723937,401333096,0
AAPL.US,D,20000608,000000,0.732087,0.738473,0.698302,0.710679,284044797,0
AAPL.US,D,20000609,000000,0.725409,0.734151,0.707338,0.718043,300516366,0
AAPL.US,D,20000612,000000,0.722367,0.723053,0.681507,0.683866,345743165,0
AAPL.US,D,20000613,000000,0.683866,0.709796,0.661178,0.708221,418524880,0
AAPL.US,D,20000614,000000,0.709796,0.721483,0.675812,0.678171,330391969,0
AAPL.US,D,20000615,000000,0.684261,0.70007,0.667268,0.692508,296008338,0
AAPL.US,D,20000616,000000,0.701248,0.703017,0.667759,0.683866,361494552,0
AAPL.US,D,20000619,000000,0.679055,0.733857,0.673257,0.724627,469193323,0
AAPL.US,D,20000620,000000,0.738473,0.779035,0.737588,0.759195,597071535,0
AAPL.US,D,20000621,000000,0.757233,0.853875,0.75458,0.834035,583507443,0
AAPL.US,D,20000622,000000,0.835999,0.864186,0.803293,0.806241,556966272,0
AAPL.US,D,20000623,000000,0.806535,0.819009,0.762045,0.774812,244079488,0
AAPL.US,D,20000626,000000,0.787285,0.820972,0.781391,0.811643,220725879,0
AAPL.US,D,20000627,000000,0.806535,0.832267,0.774028,0.776089,242298938,0
AAPL.US,D,20000628,000000,0.799661,0.830501,0.77216,0.816258,341088455,0
AAPL.US,D,20000629,000000,0.795732,0.808989,0.765679,0.768428,242525698,0
AAPL.US,D,20000630,000000,0.792097,0.82382,0.774812,0.785419,384754803,0
AAPL.US,D,20000703,000000,0.781391,0.814686,0.781391,0.799661,84345192,0
AAPL.US,D,20000705,000000,0.798482,0.827458,0.761259,0.774028,315827550,0
AAPL.US,D,20000706,000000,0.787285,0.793768,0.74417,0.776875,368616677,0
AAPL.US,D,20000707,000000,0.78866,0.821955,0.781391,0.816258,313907039,0
AAPL.US,D,20000710,000000,0.811249,0.873516,0.806241,0.856526,473708080,0
AAPL.US,D,20000711,000000,0.854757,0.888248,0.831382,0.853875,426193864,0
AAPL.US,D,20000712,000000,0.871652,0.883731,0.845332,0.882846,268453434,0
AAPL.US,D,20000713,000000,0.877347,0.908875,0.820972,0.847196,530705058,0
AAPL.US,D,20000714,000000,0.856526,0.884711,0.852891,0.864971,226587594,0
AAPL.US,D,20000717,000000,0.873516,0.882161,0.856526,0.874696,309619075,0
AAPL.US,D,20000718,000000,0.877347,0.882846,0.852891,0.858393,379166460,0
AAPL.US,D,20000719,000000,0.827458,0.852008,0.776089,0.789938,545249377,0
AAPL.US,D,20000720,000000,0.824704,0.855643,0.811643,0.826572,554418863,0
AAPL.US,D,20000721,000000,0.815278,0.834035,0.793768,0.803293,233683085,0
AAPL.US,D,20000724,000000,0.788071,0.792982,0.712251,0.730027,490826462,0
AAPL.US,D,20000725,000000,0.75458,0.759195,0.735624,0.750749,251988547,0
AAPL.US,D,20000726,000000,0.747408,0.768428,0.738473,0.750749,250634791,0
AAPL.US,D,20000727,000000,0.749963,0.798482,0.747999,0.779624,351278168,0
AAPL.US,D,20000728,000000,0.78385,0.787285,0.703017,0.724627,283291200,0
AAPL.US,D,20000731,000000,0.737293,0.774028,0.731204,0.762045,184935214,0
AAPL.US,D,20000801,000000,0.75458,0.767151,0.738473,0.739554,163482120,0
AAPL.US,D,20000802,000000,0.73474,0.748981,0.707338,0.708221,193337687,0
AAPL.US,D,20000803,000000,0.683276,0.720597,0.66324,0.719614,404760804,0
AAPL.US,D,20000804,000000,0.741714,0.768428,0.694571,0.710482,313333503,0
AAPL.US,D,20000807,000000,0.718043,0.735624,0.707338,0.71883,223099926,0
AAPL.US,D,20000808,000000,0.71883,0.719614,0.694571,0.701248,210389438,0
AAPL.US,D,20000809,000000,0.721483,0.726295,0.708221,0.712251,452088267,0
AAPL.US,D,20000810,000000,0.719614,0.726295,0.710482,0.713036,299749475,0
AAPL.US,D,20000811,000000,0.702428,0.719614,0.683276,0.715,283484589,0
AAPL.US,D,20000814,000000,0.713624,0.715,0.694571,0.705571,186555656,0
AAPL.US,D,20000815,000000,0.708221,0.71883,0.697422,0.70007,135993929,0
AAPL.US,D,20000816,000000,0.703017,0.73474,0.702132,0.727276,171091062,0
AAPL.US,D,20000817,000000,0.725409,0.786303,0.724627,0.771374,322596266,0
AAPL.US,D,20000818,000000,0.770392,0.776875,0.747999,0.749963,226467587,0
AAPL.US,D,20000821,000000,0.753302,0.773144,0.74417,0.757233,160127789,0
AAPL.US,D,20000822,000000,0.759195,0.792097,0.755563,0.774812,329625047,0
AAPL.US,D,20000823,000000,0.77167,0.820972,0.765679,0.814686,282064186,0
AAPL.US,D,20000824,000000,0.819892,0.848963,0.800543,0.841011,370070400,0
AAPL.US,D,20000825,000000,0.847196,0.862321,0.845332,0.852008,398285562,0
AAPL.US,D,20000828,000000,0.858393,0.884711,0.855643,0.870767,427514299,0
AAPL.US,D,20000829,000000,0.868116,0.891197,0.864971,0.887366,317988156,0
AAPL.US,D,20000830,000000,0.884711,0.899741,0.880393,0.892081,339854700,0
AAPL.US,D,20000831,000000,0.884125,0.922233,0.883731,0.913784,499669168,0
AAPL.US,D,20000901,000000,0.919581,0.953955,0.916438,0.951303,305891275,0
AAPL.US,D,20000905,000000,0.939712,0.961517,0.933428,0.936374,355632786,0
AAPL.US,D,20000906,000000,0.920465,0.935491,0.86625,0.876462,423226314,0
AAPL.US,D,20000907,000000,0.88658,0.938142,0.873516,0.929793,258963906,0
AAPL.US,D,20000908,000000,0.923998,0.923998,0.877347,0.882846,232829482,0
AAPL.US,D,20000911,000000,0.880098,0.905338,0.871652,0.876462,223139941,0
AAPL.US,D,20000912,000000,0.859864,0.900623,0.854757,0.86625,223873498,0
AAPL.US,D,20000913,000000,0.851025,0.892081,0.851025,0.869883,364375415,0
AAPL.US,D,20000914,000000,0.87833,0.893944,0.852008,0.852598,507951515,0
AAPL.US,D,20000915,000000,0.86625,0.872536,0.813508,0.828045,469800198,0
AAPL.US,D,20000918,000000,0.828337,0.911036,0.825687,0.909466,505550899,0
AAPL.US,D,20000919,000000,0.896007,0.907205,0.87833,0.898858,323323136,0
AAPL.US,D,20000920,000000,0.890705,0.92125,0.87833,0.915259,270780819,0
AAPL.US,D,20000921,000000,0.877347,0.893944,0.828337,0.849848,607908073,0
AAPL.US,D,20000922,000000,0.75458,0.786303,0.749963,0.782376,865378240,0
AAPL.US,D,20000925,000000,0.791215,0.832267,0.780607,0.802312,518668109,0
AAPL.US,D,20000926,000000,0.799661,0.820972,0.770392,0.771374,346456735,0
AAPL.US,D,20000927,000000,0.776089,0.791215,0.723347,0.733857,479022905,0
AAPL.US,D,20000928,000000,0.739554,0.807222,0.721483,0.802312,1166521383,0
AAPL.US,D,20000929,000000,0.422912,0.434883,0.380658,0.386333,8837923873,0
AAPL.US,D,20001002,000000,0.400417,0.401322,0.352384,0.363531,2887514986,0
AAPL.US,D,20001003,000000,0.374019,0.374874,0.332926,0.334449,2427057666,0
AAPL.US,D,20001004,000000,0.335549,0.356302,0.328124,0.354192,1745787618,0
AAPL.US,D,20001005,000000,0.352384,0.367379,0.3299,0.330764,1039603608,0
AAPL.US,D,20001006,000000,0.340399,0.344024,0.314904,0.332926,729571071,0
AAPL.US,D,20001009,000000,0.339243,0.343121,0.316733,0.326266,711598995,0
AAPL.US,D,20001010,000000,0.324176,0.336433,0.30743,0.313061,822985604,0
AAPL.US,D,20001011,000000,0.301735,0.314904,0.286667,0.294191,1427119201,0
AAPL.US,D,20001012,000000,0.304346,0.311938,0.292346,0.300015,1418356612,0
AAPL.US,D,20001013,000000,0.303412,0.33164,0.300015,0.330764,1485863445,0
AAPL.US,D,20001016,000000,0.334449,0.348532,0.320561,0.322448,976691495,0
AAPL.US,D,20001017,000000,0.325441,0.329057,0.295439,0.301735,716547154,0
AAPL.US,D,20001018,000000,0.29142,0.315838,0.281325,0.301735,993469846,0
AAPL.US,D,20001019,000000,0.287286,0.296872,0.274419,0.284035,1794255435,0
AAPL.US,D,20001020,000000,0.285783,0.305613,0.284035,0.292346,942261204,0
AAPL.US,D,20001023,000000,0.303698,0.308314,0.29142,0.305613,656495886,0
AAPL.US,D,20001024,000000,0.310386,0.313061,0.281894,0.283112,957965851,0
AAPL.US,D,20001025,000000,0.285783,0.287945,0.276531,0.277375,790675945,0
AAPL.US,D,20001026,000000,0.281894,0.283112,0.262429,0.277375,859603216,0
AAPL.US,D,20001027,000000,0.283112,0.287945,0.268154,0.278318,886577967,0
AAPL.US,D,20001030,000000,0.286667,0.299032,0.281325,0.289527,761167152,0
AAPL.US,D,20001031,000000,0.296351,0.303412,0.288582,0.293328,1054934831,0
AAPL.US,D,20001101,000000,0.29142,0.313061,0.29142,0.30743,685164426,0
AAPL.US,D,20001102,000000,0.316733,0.336433,0.315838,0.334449,703416575,0
AAPL.US,D,20001103,000000,0.344898,0.344898,0.329057,0.333536,614256618,0
AAPL.US,D,20001106,000000,0.336433,0.339243,0.313061,0.321485,468566475,0
AAPL.US,D,20001107,000000,0.322448,0.326924,0.311938,0.319412,359587296,0
AAPL.US,D,20001108,000000,0.320561,0.321485,0.296872,0.300791,502636663,0
AAPL.US,D,20001109,000000,0.29811,0.30743,0.285783,0.302881,567829449,0
AAPL.US,D,20001110,000000,0.290332,0.29811,0.285783,0.285783,502830091,0
AAPL.US,D,20001113,000000,0.281325,0.300015,0.273517,0.290556,514220129,0
AAPL.US,D,20001114,000000,0.299032,0.30743,0.293328,0.303412,487051998,0
AAPL.US,D,20001115,000000,0.300595,0.302881,0.288582,0.29811,336240359,0
AAPL.US,D,20001116,000000,0.292346,0.296872,0.283112,0.284939,285051704,0
AAPL.US,D,20001117,000000,0.287945,0.288582,0.273517,0.277375,531325222,0
AAPL.US,D,20001120,000000,0.278625,0.292346,0.273517,0.284035,485938392,0
AAPL.US,D,20001121,000000,0.287945,0.292346,0.281325,0.281894,359573967,0
AAPL.US,D,20001122,000000,0.281894,0.286667,0.275599,0.277375,334066334,0
AAPL.US,D,20001124,000000,0.282798,0.292346,0.281894,0.289527,191643835,0
AAPL.US,D,20001127,000000,0.29811,0.299032,0.277375,0.280401,308178612,0
AAPL.US,D,20001128,000000,0.280401,0.284939,0.269068,0.270463,320482304,0
AAPL.US,D,20001129,000000,0.271089,0.274419,0.258488,0.263341,586068187,0
AAPL.US,D,20001130,000000,0.250434,0.254954,0.241765,0.247461,964094393,0
AAPL.US,D,20001201,000000,0.254954,0.262429,0.25191,0.255839,459310362,0
AAPL.US,D,20001204,000000,0.257941,0.257941,0.246509,0.250434,442418684,0
AAPL.US,D,20001205,000000,0.254019,0.261535,0.245564,0.254954,731144885,0
AAPL.US,D,20001206,000000,0.219224,0.224919,0.20999,0.214746,1636755121,0
AAPL.US,D,20001207,000000,0.216571,0.223074,0.20999,0.214746,486951966,0
AAPL.US,D,20001208,000000,0.22223,0.229685,0.216571,0.225853,518754817,0
AAPL.US,D,20001211,000000,0.227659,0.230656,0.223074,0.227659,395964784,0
AAPL.US,D,20001212,000000,0.228513,0.239868,0.224919,0.230656,459970597,0
AAPL.US,D,20001213,000000,0.233337,0.233337,0.223074,0.224919,410702598,0
AAPL.US,D,20001214,000000,0.225245,0.228513,0.216571,0.216571,313566918,0
AAPL.US,D,20001215,000000,0.21834,0.220098,0.20999,0.210887,612022620,0
AAPL.US,D,20001218,000000,0.21834,0.219224,0.20902,0.213487,387982395,0
AAPL.US,D,20001219,000000,0.21566,0.228513,0.20999,0.20999,445379555,0
AAPL.US,D,20001220,000000,0.206584,0.219224,0.204315,0.21566,673214212,0
AAPL.US,D,20001221,000000,0.213487,0.224919,0.208136,0.210887,436850337,0
AAPL.US,D,20001222,000000,0.211672,0.224919,0.211672,0.224919,378746356,0
AAPL.US,D,20001226,000000,0.223074,0.224919,0.213487,0.220098,258190393,0
AAPL.US,D,20001227,000000,0.215059,0.22223,0.212585,0.22223,387575619,0
AAPL.US,D,20001228,000000,0.21566,0.223997,0.214746,0.22223,363415102,0
AAPL.US,D,20001229,000000,0.220098,0.224919,0.217437,0.223074,750624000,0
AAPL.US,D,20010102,000000,0.223074,0.228513,0.21834,0.223074,538627381,0
AAPL.US,D,20010103,000000,0.217437,0.250434,0.216571,0.245564,972997055,0
AAPL.US,D,20010104,000000,0.272014,0.277375,0.25191,0.255839,880496132,0
AAPL.US,D,20010105,000000,0.254019,0.260611,0.240782,0.245564,491046562,0
AAPL.US,D,20010108,000000,0.254019,0.254629,0.239062,0.248346,445012796,0
AAPL.US,D,20010109,000000,0.25191,0.264434,0.248346,0.257941,701315911,0
AAPL.US,D,20010110,000000,0.250434,0.254954,0.240782,0.248346,691613095,0
AAPL.US,D,20010111,000000,0.243562,0.277375,0.243562,0.269951,957112272,0
AAPL.US,D,20010112,000000,0.268154,0.269951,0.255839,0.257941,504170453,0
AAPL.US,D,20010116,000000,0.261535,0.273517,0.254954,0.256683,364535461,0
AAPL.US,D,20010117,000000,0.263341,0.263341,0.247461,0.25191,1001338863,0
AAPL.US,D,20010118,000000,0.266945,0.281325,0.264245,0.280401,1461162745,0
AAPL.US,D,20010119,000000,0.29142,0.293328,0.280401,0.292346,924875997,0
AAPL.US,D,20010122,000000,0.285783,0.294191,0.276531,0.288582,618431293,0
AAPL.US,D,20010123,000000,0.289527,0.314018,0.285783,0.30743,1047372590,0
AAPL.US,D,20010124,000000,0.309148,0.310386,0.293328,0.30743,853934816,0
AAPL.US,D,20010125,000000,0.308314,0.308314,0.296351,0.299032,583160725,0
AAPL.US,D,20010126,000000,0.292346,0.296872,0.285783,0.293328,574958204,0
AAPL.US,D,20010129,000000,0.293328,0.326266,0.293328,0.325441,1018790733,0
AAPL.US,D,20010130,000000,0.323362,0.3299,0.313061,0.326266,824559403,0
AAPL.US,D,20010131,000000,0.322448,0.337377,0.321485,0.324176,870146345,0
AAPL.US,D,20010201,000000,0.310386,0.322448,0.30743,0.316733,440244717,0
AAPL.US,D,20010202,000000,0.316733,0.329057,0.30743,0.309148,508891862,0
AAPL.US,D,20010205,000000,0.30743,0.308314,0.296351,0.302881,340715027,0
AAPL.US,D,20010206,000000,0.302323,0.320856,0.300015,0.316733,551011096,0
AAPL.US,D,20010207,000000,0.309786,0.313061,0.296872,0.31131,469053299,0
AAPL.US,D,20010208,000000,0.308314,0.315838,0.302881,0.31131,719414680,0
AAPL.US,D,20010209,000000,0.30743,0.311938,0.280401,0.286667,702689677,0
AAPL.US,D,20010212,000000,0.285783,0.300015,0.281894,0.295439,326430791,0
AAPL.US,D,20010213,000000,0.299032,0.306577,0.284939,0.286667,282310924,0
AAPL.US,D,20010214,000000,0.287945,0.294191,0.277375,0.292346,368109815,0
AAPL.US,D,20010215,000000,0.295439,0.308314,0.295439,0.300791,370844015,0
AAPL.US,D,20010216,000000,0.284939,0.292346,0.281325,0.284939,314273769,0
AAPL.US,D,20010220,000000,0.287945,0.29142,0.272975,0.274419,374985206,0
AAPL.US,D,20010221,000000,0.273517,0.299032,0.273517,0.283112,464732041,0
AAPL.US,D,20010222,000000,0.285783,0.290556,0.269951,0.281894,514393493,0
AAPL.US,D,20010223,000000,0.279184,0.283112,0.273517,0.281894,349944407,0
AAPL.US,D,20010226,000000,0.285783,0.295439,0.278318,0.292346,245833309,0
AAPL.US,D,20010227,000000,0.28921,0.29142,0.280401,0.290556,415023855,0
AAPL.US,D,20010228,000000,0.290556,0.29142,0.271691,0.273517,605220570,0
AAPL.US,D,20010301,000000,0.266945,0.281325,0.257941,0.281325,393524101,0
AAPL.US,D,20010302,000000,0.274419,0.306577,0.273517,0.288582,483717695,0
AAPL.US,D,20010305,000000,0.290556,0.30743,0.288582,0.305613,386035243,0
AAPL.US,D,20010306,000000,0.310731,0.330764,0.310386,0.322448,871453425,0
AAPL.US,D,20010307,000000,0.319412,0.324176,0.31131,0.318477,499602395,0
AAPL.US,D,20010308,000000,0.310386,0.316733,0.306577,0.311938,243952805,0
AAPL.US,D,20010309,000000,0.309148,0.310386,0.300015,0.303412,356219641,0
AAPL.US,D,20010312,000000,0.295439,0.29811,0.271691,0.279184,465638931,0
AAPL.US,D,20010313,000000,0.283112,0.293328,0.272975,0.293328,527930918,0
AAPL.US,D,20010314,000000,0.277375,0.30743,0.276531,0.306577,568949824,0
AAPL.US,D,20010315,000000,0.313061,0.320561,0.295439,0.295439,630328074,0
AAPL.US,D,20010316,000000,0.284939,0.304346,0.283112,0.294191,560067172,0
